"Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"14/2/2007","00:11:00",1.0466,0.138,244.56,1.4,0,0,0
"14/2/2007","00:12:00",0.336,0.14,244.21,1.4,0,0,0
"14/2/2007","00:13:00",0.9906,0.216,244.17,1.8,0,0,0
"14/2/2007","00:14:00",0.96365,0.244,243.91,2,0,1,0
"14/2/2007","00:15:00",0.93685,0.248,245.37,1.8,0,0,0
"14/2/2007","00:16:00",0.9095,0.202,245.55,1.8,0,0,0
"14/2/2007","00:17:00",0.298,0.106,245.27,1.2,0,0,0
"14/2/2007","00:18:00",0.318,0.114,245.58,1.4,0,0,0
"14/2/2007","00:19:00",0.296,0.106,245.19,1.2,0,0,0
"14/2/2007","00:20:00",0.41,0.232,244.6,2,0,2,0
"14/2/2007","00:21:00",0.78035,0.24,246.05,1.8,0,2,0
"14/2/2007","00:22:00",0.4,0.248,246.56,1.8,0,1,0
"14/2/2007","00:23:00",0.7336,0.242,246.49,1.8,0,2,0
"14/2/2007","00:24:00",0.7107,0.246,246.3,1.8,0,2,0
"14/2/2007","00:25:00",0.34,0.182,246.08,1.6,0,1,0
"14/2/2007","00:26:00",0.328,0.132,245.59,1.4,0,2,0
"14/2/2007","00:27:00",0.6359,0.122,244.52,1.4,0,1,0
"14/2/2007","00:28:00",0.61115,0.124,243.63,1.4,0,2,0
"14/2/2007","00:29:00",0.302,0.116,242.82,1.2,0,1,0
"14/2/2007","00:30:00",0.32,0.12,242.73,1.4,0,2,0
"14/2/2007","00:31:00",0.3,0.116,243.03,1.2,0,2,0
"14/2/2007","00:32:00",0.56955,0.124,243.68,1.4,0,1,0
"14/2/2007","00:33:00",0.5711,0.12,244.14,1.2,0,2,0
"14/2/2007","00:34:00",0.57355,0.126,244.05,1.4,0,1,0
"14/2/2007","00:35:00",0.57515,0.128,245.58,1.4,0,2,0
"14/2/2007","00:36:00",0.32,0.132,245.29,1.4,0,1,0
"14/2/2007","00:37:00",0.298,0.124,245.05,1.2,0,2,0
"14/2/2007","00:38:00",0.316,0.128,244.84,1.4,0,1,0
"14/2/2007","00:39:00",0.296,0.12,244.01,1.2,0,1,0
"14/2/2007","00:40:00",0.364,0.176,244.26,1.8,0,2,0
"14/2/2007","00:41:00",0.422,0.266,244.5,2,0,1,0
"14/2/2007","00:42:00",0.402,0.258,243.68,2,0,2,0
"14/2/2007","00:43:00",0.418,0.266,244.46,2,0,1,0
"14/2/2007","00:44:00",0.396,0.26,244.27,1.8,0,2,0
"14/2/2007","00:45:00",0.59685,0.266,244.32,2,0,1,0
"14/2/2007","00:46:00",0.392,0.26,244.1,1.8,0,1,0
"14/2/2007","00:47:00",0.60025,0.258,243.2,2,0,2,0
"14/2/2007","00:48:00",0.388,0.254,243.31,1.8,0,1,0
"14/2/2007","00:49:00",0.408,0.264,244.04,2,0,2,0
"14/2/2007","00:50:00",0.60515,0.258,243.67,1.8,0,1,0
"14/2/2007","00:51:00",0.60715,0.262,243.63,2,0,1,0
"14/2/2007","00:52:00",0.60835,0.254,243.39,1.8,0,2,0
"14/2/2007","00:53:00",0.4,0.252,242.27,2,0,1,0
"14/2/2007","00:54:00",0.382,0.254,243.43,1.8,0,1,0
"14/2/2007","00:55:00",0.60625,0.16,243.54,1.6,0,2,0
"14/2/2007","00:56:00",0.292,0.122,244.64,1.2,0,1,0
"14/2/2007","00:57:00",0.6045,0.134,245.98,1.4,0,1,0
"14/2/2007","00:58:00",0.292,0.124,245.06,1.2,0,2,0
"14/2/2007","00:59:00",0.328,0.132,244.19,1.6,0,1,0
"14/2/2007","01:00:00",0.34,0.182,244.94,1.6,0,1,0
"14/2/2007","01:01:00",0.60135,0.11,244.42,1.4,0,0,0
"14/2/2007","01:02:00",0.296,0.104,244.15,1.2,0,0,0
"14/2/2007","01:03:00",0.316,0.108,244.12,1.4,0,1,0
"14/2/2007","01:04:00",0.5945,0.1,243.32,1.2,0,0,0
"14/2/2007","01:05:00",0.5938,0.104,243.21,1.4,0,0,0
"14/2/2007","01:06:00",0.292,0.1,243.54,1.2,0,0,0
"14/2/2007","01:07:00",0.31,0.106,243.69,1.4,0,0,0
"14/2/2007","01:08:00",0.29,0.102,244.05,1.2,0,0,0
"14/2/2007","01:09:00",0.31,0.108,244.29,1.4,0,1,0
"14/2/2007","01:10:00",0.298,0.108,244.97,1.2,0,0,0
"14/2/2007","01:11:00",0.26,0,245.79,1.2,0,0,0
"14/2/2007","01:12:00",0.244,0,245.93,1,0,0,0
"14/2/2007","01:13:00",0.222,0,245.28,1,0,0,0
"14/2/2007","01:14:00",0.5851,0,245.16,1,0,1,0
"14/2/2007","01:15:00",0.218,0,243.72,1,0,0,0
"14/2/2007","01:16:00",0.581,0,244.33,1,0,0,0
"14/2/2007","01:17:00",0.22,0,244.72,1,0,0,0
"14/2/2007","01:18:00",0.5772,0,245.62,1,0,0,0
"14/2/2007","01:19:00",0.28,0.058,245.39,1.2,0,0,0
"14/2/2007","01:20:00",0.354,0.148,245.79,1.6,0,1,0
"14/2/2007","01:21:00",0.57425,0.14,245.39,1.4,0,0,0
"14/2/2007","01:22:00",0.348,0.146,245.58,1.6,0,0,0
"14/2/2007","01:23:00",0.5706,0.142,245.69,1.4,0,0,0
"14/2/2007","01:24:00",0.344,0.142,244.91,1.6,0,0,0
"14/2/2007","01:25:00",0.567,0.138,245.03,1.4,0,0,0
"14/2/2007","01:26:00",0.34,0.142,244.51,1.6,0,1,0
"14/2/2007","01:27:00",0.5635,0.136,244.83,1.4,0,0,0
"14/2/2007","01:28:00",0.5623,0.144,245.3,1.6,0,0,0
"14/2/2007","01:29:00",0.316,0.134,244.16,1.4,0,0,0
"14/2/2007","01:30:00",0.55865,0.134,242.88,1.4,0,0,0
"14/2/2007","01:31:00",0.5563,0.124,241.96,1.4,0,0,0
"14/2/2007","01:32:00",0.328,0.128,241.72,1.4,0,0,0
"14/2/2007","01:33:00",0.55265,0.124,241.8,1.4,0,0,0
"14/2/2007","01:34:00",0.244,0,241.85,1,0,1,0
"14/2/2007","01:35:00",0.216,0,241.67,0.8,0,0,0
"14/2/2007","01:36:00",0.236,0,242.08,1,0,0,0
"14/2/2007","01:37:00",0.54235,0,241.27,0.8,0,0,0
"14/2/2007","01:38:00",0.234,0,241.32,1,0,0,0
"14/2/2007","01:39:00",0.53805,0,241.48,0.8,0,0,0
"14/2/2007","01:40:00",0.5354,0,241.45,1,0,1,0
"14/2/2007","01:41:00",0.5331,0,241.47,1,0,0,0
"14/2/2007","01:42:00",0.222,0,240.49,1,0,0,0
"14/2/2007","01:43:00",0.52915,0,240.6,1,0,0,0
"14/2/2007","01:44:00",0.52715,0,241.18,0.8,0,0,0
"14/2/2007","01:45:00",0.5252,0,240.9,1,0,1,0
"14/2/2007","01:46:00",0.5244,0,240.89,1.2,0,0,0
"14/2/2007","01:47:00",0.5244,0.094,241.11,1.4,0,0,0
"14/2/2007","01:48:00",0.29,0.086,240.44,1.2,0,0,0
"14/2/2007","01:49:00",0.312,0.096,241.33,1.4,0,0,0
"14/2/2007","01:50:00",0.292,0.094,242.17,1.2,0,0,0
"14/2/2007","01:51:00",0.314,0.104,243.1,1.4,0,1,0
"14/2/2007","01:52:00",0.5268,0.094,242.26,1.2,0,0,0
"14/2/2007","01:53:00",0.306,0.094,241.05,1.4,0,0,0
"14/2/2007","01:54:00",0.288,0.094,241.97,1.2,0,0,0
"14/2/2007","01:55:00",0.306,0.096,241.49,1.4,0,0,0
"14/2/2007","01:56:00",0.284,0.09,241.08,1.2,0,0,0
"14/2/2007","01:57:00",0.53465,0.046,241.25,1.2,0,1,0
"14/2/2007","01:58:00",0.53565,0.054,241.21,1.4,0,0,0
"14/2/2007","01:59:00",0.5373,0.124,241.41,1.6,0,0,0
"14/2/2007","02:00:00",0.324,0.126,242.47,1.4,0,0,0
"14/2/2007","02:01:00",0.344,0.138,243.72,1.6,0,0,0
"14/2/2007","02:02:00",0.324,0.134,243.97,1.4,0,0,0
"14/2/2007","02:03:00",0.342,0.14,244.12,1.6,0,1,0
"14/2/2007","02:04:00",0.5361,0.13,243.13,1.4,0,0,0
"14/2/2007","02:05:00",0.53655,0.138,244.02,1.6,0,0,0
"14/2/2007","02:06:00",0.318,0.132,243.74,1.4,0,0,0
"14/2/2007","02:07:00",0.336,0.138,243.69,1.4,0,0,0
"14/2/2007","02:08:00",0.316,0.132,243.93,1.4,0,0,0
"14/2/2007","02:09:00",0.53625,0.136,243.62,1.4,0,1,0
"14/2/2007","02:10:00",0.316,0.134,243.99,1.4,0,0,0
"14/2/2007","02:11:00",0.338,0.144,245.01,1.6,0,0,0
"14/2/2007","02:12:00",0.316,0.12,244.54,1.4,0,0,0
"14/2/2007","02:13:00",0.228,0,244.9,1,0,0,0
"14/2/2007","02:14:00",0.242,0,244.8,1,0,1,0
"14/2/2007","02:15:00",0.22,0,243.84,1,0,0,0
"14/2/2007","02:16:00",0.242,0,245.07,1,0,0,0
"14/2/2007","02:17:00",0.22,0,244.45,1,0,0,0
"14/2/2007","02:18:00",0.5347,0,244.1,1,0,0,0
"14/2/2007","02:19:00",0.53485,0,244.18,1,0,0,0
"14/2/2007","02:20:00",0.24,0,244.33,1,0,1,0
"14/2/2007","02:21:00",0.53485,0,243.71,1,0,0,0
"14/2/2007","02:22:00",0.24,0,244.2,1,0,0,0
"14/2/2007","02:23:00",0.22,0,244.17,1,0,0,0
"14/2/2007","02:24:00",0.24,0,244.06,1,0,0,0
"14/2/2007","02:25:00",0.22,0,244.44,1,0,0,0
"14/2/2007","02:26:00",0.5348,0,243.72,1,0,1,0
"14/2/2007","02:27:00",0.218,0,243.27,1,0,0,0
"14/2/2007","02:28:00",0.53125,0,243.75,1,0,0,0
"14/2/2007","02:29:00",0.529,0,245.38,1,0,0,0
"14/2/2007","02:30:00",0.242,0,245.49,1,0,0,0
"14/2/2007","02:31:00",0.222,0,245.33,1,0,0,0
"14/2/2007","02:32:00",0.27,0,244.2,1.4,0,1,0
"14/2/2007","02:33:00",0.52475,0.104,244.56,1.2,0,0,0
"14/2/2007","02:34:00",0.318,0.11,244.57,1.4,0,0,0
"14/2/2007","02:35:00",0.298,0.104,244.6,1.2,0,0,0
"14/2/2007","02:36:00",0.318,0.11,244.69,1.4,0,0,0
"14/2/2007","02:37:00",0.396,0.214,243.97,1.8,0,0,0
"14/2/2007","02:38:00",0.5328,0.248,244.37,2,0,1,0
"14/2/2007","02:39:00",0.53415,0.242,244.32,1.8,0,0,0
"14/2/2007","02:40:00",0.418,0.25,244.53,2,0,0,0
"14/2/2007","02:41:00",0.4,0.248,245.06,1.8,0,0,0
"14/2/2007","02:42:00",0.54005,0.248,244.58,2,0,0,0
"14/2/2007","02:43:00",0.5411,0.208,243.94,1.8,0,0,0
"14/2/2007","02:44:00",0.324,0.14,245.12,1.4,0,1,0
"14/2/2007","02:45:00",0.5412,0.142,244.78,1.6,0,0,0
"14/2/2007","02:46:00",0.32,0.138,245.23,1.4,0,0,0
"14/2/2007","02:47:00",0.34,0.146,245.4,1.6,0,0,0
"14/2/2007","02:48:00",0.5414,0.136,244.74,1.4,0,0,0
"14/2/2007","02:49:00",0.5415,0.142,244.84,1.4,0,1,0
"14/2/2007","02:50:00",0.316,0.136,244.51,1.4,0,0,0
"14/2/2007","02:51:00",0.54035,0.078,244.98,1.2,0,0,0
"14/2/2007","02:52:00",0.538,0,245.34,1,0,0,0
"14/2/2007","02:53:00",0.53835,0,244.72,1,0,0,0
"14/2/2007","02:54:00",0.22,0,243.97,1,0,0,0
"14/2/2007","02:55:00",0.53835,0,244.68,1,0,1,0
"14/2/2007","02:56:00",0.22,0,244.56,1,0,0,0
"14/2/2007","02:57:00",0.238,0,243.31,1,0,0,0
"14/2/2007","02:58:00",0.218,0,242.73,1,0,0,0
"14/2/2007","02:59:00",0.5381,0,242.36,1,0,0,0
"14/2/2007","03:00:00",0.53755,0,243.29,1,0,0,0
"14/2/2007","03:01:00",0.24,0,243.58,1,0,1,0
"14/2/2007","03:02:00",0.218,0,243.46,1,0,0,0
"14/2/2007","03:03:00",0.53795,0,243.21,1,0,0,0
"14/2/2007","03:04:00",0.5374,0,242.65,1,0,0,0
"14/2/2007","03:05:00",0.334,0.12,243.76,1.6,0,2,0
"14/2/2007","03:06:00",0.306,0.124,244.64,1.4,0,1,0
"14/2/2007","03:07:00",0.324,0.126,244.25,1.4,0,2,0
"14/2/2007","03:08:00",0.306,0.124,244.81,1.4,0,1,0
"14/2/2007","03:09:00",0.324,0.124,243.59,1.4,0,2,0
"14/2/2007","03:10:00",0.55035,0.122,244.44,1.4,0,2,0
"14/2/2007","03:11:00",0.55295,0.126,244.23,1.4,0,1,0
"14/2/2007","03:12:00",0.312,0.122,243.95,1.4,0,2,0
"14/2/2007","03:13:00",0.316,0.124,244.09,1.4,0,2,0
"14/2/2007","03:14:00",0.324,0.124,243.93,1.4,0,1,0
"14/2/2007","03:15:00",0.55475,0.124,244.73,1.4,0,2,0
"14/2/2007","03:16:00",0.5566,0.2,244.76,1.8,0,1,0
"14/2/2007","03:17:00",0.55705,0.262,244.51,2,0,2,0
"14/2/2007","03:18:00",0.55715,0.264,244.16,2,0,2,0
"14/2/2007","03:19:00",0.55935,0.348,242.84,2.4,0,1,0
"14/2/2007","03:20:00",0.496,0.364,243.02,2.4,0,2,0
"14/2/2007","03:21:00",0.474,0.36,243.24,2.4,0,1,0
"14/2/2007","03:22:00",0.49,0.362,242.8,2.4,0,1,0
"14/2/2007","03:23:00",0.56725,0.356,242.79,2.4,0,2,0
"14/2/2007","03:24:00",0.482,0.356,241.88,2.4,0,1,0
"14/2/2007","03:25:00",0.46,0.35,241.79,2.4,0,2,0
"14/2/2007","03:26:00",0.5781,0.354,241.64,2.4,0,1,0
"14/2/2007","03:27:00",0.456,0.354,242.42,2.4,0,1,0
"14/2/2007","03:28:00",0.476,0.362,242.82,2.4,0,2,0
"14/2/2007","03:29:00",0.58775,0.35,242.49,2.2,0,1,0
"14/2/2007","03:30:00",0.388,0.236,243.39,1.8,0,2,0
"14/2/2007","03:31:00",0.29,0.114,242.75,1.2,0,1,0
"14/2/2007","03:32:00",0.59175,0.12,243.19,1.4,0,2,0
"14/2/2007","03:33:00",0.29,0.114,243.07,1.2,0,1,0
"14/2/2007","03:34:00",0.59515,0.116,242.07,1.4,0,1,0
"14/2/2007","03:35:00",0.59625,0.108,241.58,1.2,0,2,0
"14/2/2007","03:36:00",0.306,0.114,241.62,1.4,0,1,0
"14/2/2007","03:37:00",0.288,0.108,241.74,1.2,0,1,0
"14/2/2007","03:38:00",0.60185,0.114,241.69,1.4,0,2,0
"14/2/2007","03:39:00",0.6031,0.108,241.39,1.2,0,1,0
"14/2/2007","03:40:00",0.6053,0.112,241.29,1.4,0,1,0
"14/2/2007","03:41:00",0.60485,0,241.44,1,0,1,0
"14/2/2007","03:42:00",0.60525,0,240.81,1,0,0,0
"14/2/2007","03:43:00",0.228,0,241.55,1,0,0,0
"14/2/2007","03:44:00",0.224,0,241.35,1,0,0,0
"14/2/2007","03:45:00",0.60265,0,241.06,1,0,0,0
"14/2/2007","03:46:00",0.6004,0,241.35,0.8,0,1,0
"14/2/2007","03:47:00",0.5982,0,242.18,1,0,0,0
"14/2/2007","03:48:00",0.218,0,242.53,1,0,0,0
"14/2/2007","03:49:00",0.59385,0,242.62,1,0,0,0
"14/2/2007","03:50:00",0.5916,0,241.59,1,0,0,0
"14/2/2007","03:51:00",0.238,0,242.39,1,0,1,0
"14/2/2007","03:52:00",0.216,0,241.77,1,0,0,0
"14/2/2007","03:53:00",0.236,0,242.03,1,0,0,0
"14/2/2007","03:54:00",0.216,0,241.87,1,0,0,0
"14/2/2007","03:55:00",0.58185,0,240.86,1.4,0,0,0
"14/2/2007","03:56:00",0.326,0.12,241.57,1.4,0,0,0
"14/2/2007","03:57:00",0.5784,0.124,241.15,1.6,0,1,0
"14/2/2007","03:58:00",0.5757,0.122,241.83,1.4,0,0,0
"14/2/2007","03:59:00",0.34,0.128,242.25,1.6,0,0,0
"14/2/2007","04:00:00",0.318,0.122,241.77,1.4,0,0,0
"14/2/2007","04:01:00",0.56415,0.128,242.15,1.4,0,0,0
"14/2/2007","04:02:00",0.5598,0.122,241.7,1.4,0,0,0
"14/2/2007","04:03:00",0.55645,0.128,241.88,1.4,0,1,0
"14/2/2007","04:04:00",0.312,0.12,241.19,1.4,0,0,0
"14/2/2007","04:05:00",0.54895,0.12,240.43,1.4,0,0,0
"14/2/2007","04:06:00",0.33,0.124,241.02,1.6,0,0,0
"14/2/2007","04:07:00",0.5441,0.224,240.58,2,0,0,0
"14/2/2007","04:08:00",0.388,0.224,241.42,1.8,0,0,0
"14/2/2007","04:09:00",0.388,0.202,241.74,1.8,0,1,0
"14/2/2007","04:10:00",0.538,0.092,241.81,1.2,0,0,0
"14/2/2007","04:11:00",0.314,0.098,241.97,1.4,0,0,0
"14/2/2007","04:12:00",0.292,0.092,241.85,1.2,0,0,0
"14/2/2007","04:13:00",0.308,0.096,241.42,1.4,0,0,0
"14/2/2007","04:14:00",0.5384,0.094,241.49,1.4,0,0,0
"14/2/2007","04:15:00",0.53855,0.094,241.83,1.2,0,1,0
"14/2/2007","04:16:00",0.304,0.092,240.58,1.4,0,0,0
"14/2/2007","04:17:00",0.256,0.046,241.48,1,0,0,0
"14/2/2007","04:18:00",0.536,0,241.93,1,0,0,0
"14/2/2007","04:19:00",0.5343,0,242.31,1,0,0,0
"14/2/2007","04:20:00",0.238,0,242.26,1,0,1,0
"14/2/2007","04:21:00",0.53245,0,241.76,1,0,0,0
"14/2/2007","04:22:00",0.238,0,242.5,1,0,0,0
"14/2/2007","04:23:00",0.53225,0,241.78,1,0,0,0
"14/2/2007","04:24:00",0.236,0,241.35,1,0,0,0
"14/2/2007","04:25:00",0.5321,0,241.4,1,0,0,0
"14/2/2007","04:26:00",0.53275,0,240.76,1,0,1,0
"14/2/2007","04:27:00",0.236,0,240.7,1,0,0,0
"14/2/2007","04:28:00",0.5337,0,241.16,1.2,0,0,0
"14/2/2007","04:29:00",0.216,0,241.7,1,0,0,0
"14/2/2007","04:30:00",0.238,0,242.22,1,0,0,0
"14/2/2007","04:31:00",0.218,0,242.49,1,0,0,0
"14/2/2007","04:32:00",0.238,0,242.54,1,0,1,0
"14/2/2007","04:33:00",0.5333,0,242.69,1,0,0,0
"14/2/2007","04:34:00",0.53485,0,241.59,1.4,0,0,0
"14/2/2007","04:35:00",0.53585,0.12,241.26,1.4,0,0,0
"14/2/2007","04:36:00",0.5362,0.12,240.51,1.6,0,0,0
"14/2/2007","04:37:00",0.53555,0.112,239.5,1.4,0,0,0
"14/2/2007","04:38:00",0.336,0.12,240.13,1.4,0,1,0
"14/2/2007","04:39:00",0.316,0.118,240.83,1.4,0,0,0
"14/2/2007","04:40:00",0.336,0.124,241.18,1.4,0,0,0
"14/2/2007","04:41:00",0.314,0.118,240.89,1.4,0,0,0
"14/2/2007","04:42:00",0.5356,0.122,240.56,1.4,0,0,0
"14/2/2007","04:43:00",0.318,0.122,241.34,1.4,0,0,0
"14/2/2007","04:44:00",0.5355,0.122,240.97,1.4,0,1,0
"14/2/2007","04:45:00",0.53545,0.12,240.27,1.4,0,0,0
"14/2/2007","04:46:00",0.31,0.118,240.83,1.4,0,0,0
"14/2/2007","04:47:00",0.53295,0.124,241.16,1.4,0,0,0
"14/2/2007","04:48:00",0.53025,0.078,241.5,1.2,0,0,0
"14/2/2007","04:49:00",0.234,0,240.7,1,0,1,0
"14/2/2007","04:50:00",0.5244,0,240.69,0.8,0,0,0
"14/2/2007","04:51:00",0.52245,0,241.24,1,0,0,0
"14/2/2007","04:52:00",0.5205,0,240.9,0.8,0,0,0
"14/2/2007","04:53:00",0.236,0,241.35,1,0,0,0
"14/2/2007","04:54:00",0.518,0,241.45,1.4,0,0,0
"14/2/2007","04:55:00",0.312,0.096,241.58,1.4,0,1,0
"14/2/2007","04:56:00",0.51815,0.086,240.3,1.2,0,0,0
"14/2/2007","04:57:00",0.308,0.086,239.19,1.4,0,0,0
"14/2/2007","04:58:00",0.5207,0.084,239.9,1.2,0,0,0
"14/2/2007","04:59:00",0.306,0.09,239.97,1.4,0,0,0
"14/2/2007","05:00:00",0.5241,0.088,240.48,1.2,0,0,0
"14/2/2007","05:01:00",0.308,0.096,241.68,1.4,0,1,0
"14/2/2007","05:02:00",0.286,0.09,241.28,1.2,0,0,0
"14/2/2007","05:03:00",0.5299,0.098,241.94,1.4,0,0,0
"14/2/2007","05:04:00",0.256,0.048,241.68,1,0,0,0
"14/2/2007","05:05:00",0.5309,0,242.07,1,0,0,0
"14/2/2007","05:06:00",0.218,0,242.41,1,0,0,0
"14/2/2007","05:07:00",0.53025,0,240.48,1,0,0,0
"14/2/2007","05:08:00",0.5292,0,240.28,0.8,0,0,0
"14/2/2007","05:09:00",0.234,0,240.62,1,0,1,0
"14/2/2007","05:10:00",0.52905,0,240.64,0.8,0,0,0
"14/2/2007","05:11:00",0.234,0,240.52,1,0,0,0
"14/2/2007","05:12:00",0.214,0,240.4,0.8,0,0,0
"14/2/2007","05:13:00",0.278,0,240.67,1.4,0,1,0
"14/2/2007","05:14:00",0.326,0.118,241.18,1.4,0,0,0
"14/2/2007","05:15:00",0.5314,0.116,240.42,1.4,0,0,0
"14/2/2007","05:16:00",0.316,0.112,239.7,1.4,0,0,0
"14/2/2007","05:17:00",0.316,0.114,240,1.4,0,0,0
"14/2/2007","05:18:00",0.314,0.11,239.19,1.4,0,0,0
"14/2/2007","05:19:00",0.314,0.114,240.19,1.4,0,0,0
"14/2/2007","05:20:00",0.314,0.116,240.65,1.4,0,0,0
"14/2/2007","05:21:00",0.5296,0.118,240.96,1.4,0,0,0
"14/2/2007","05:22:00",0.312,0.12,241.5,1.4,0,0,0
"14/2/2007","05:23:00",0.312,0.12,241.32,1.4,0,0,0
"14/2/2007","05:24:00",0.312,0.122,241.55,1.4,0,0,0
"14/2/2007","05:25:00",0.5282,0.122,241.72,1.4,0,0,0
"14/2/2007","05:26:00",0.52815,0.118,240.65,1.4,0,0,0
"14/2/2007","05:27:00",0.52645,0.05,239.94,1.2,0,0,0
"14/2/2007","05:28:00",0.52475,0,239,0.8,0,0,0
"14/2/2007","05:29:00",0.52425,0,240.02,0.8,0,0,0
"14/2/2007","05:30:00",0.52425,0,240.77,0.8,0,0,0
"14/2/2007","05:31:00",0.214,0,240.7,0.8,0,0,0
"14/2/2007","05:32:00",0.52385,0,243.65,1,0,0,0
"14/2/2007","05:33:00",0.52345,0,244.25,1,0,0,0
"14/2/2007","05:34:00",0.52215,0,244.65,1,0,0,0
"14/2/2007","05:35:00",0.5198,0,243.4,1,0,0,0
"14/2/2007","05:36:00",0.22,0,243.59,1,0,0,0
"14/2/2007","05:37:00",0.5158,0,243.28,1,0,0,0
"14/2/2007","05:38:00",0.216,0,241.71,1,0,0,0
"14/2/2007","05:39:00",0.51175,0,241.61,1,0,0,0
"14/2/2007","05:40:00",0.216,0,241.87,1,0,0,0
"14/2/2007","05:41:00",0.286,0.06,241.64,1.4,0,0,0
"14/2/2007","05:42:00",0.292,0.09,241.28,1.2,0,0,0
"14/2/2007","05:43:00",0.5092,0.088,240.94,1.2,0,0,0
"14/2/2007","05:44:00",0.51015,0.092,241.83,1.2,0,0,0
"14/2/2007","05:45:00",0.292,0.094,241.96,1.2,0,0,0
"14/2/2007","05:46:00",0.29,0.092,241.85,1.2,0,0,0
"14/2/2007","05:47:00",0.51575,0.13,241.3,1.6,0,0,0
"14/2/2007","05:48:00",0.368,0.21,240.94,1.8,0,1,0
"14/2/2007","05:49:00",0.368,0.21,240.89,1.8,0,1,0
"14/2/2007","05:50:00",0.52675,0.21,240.81,1.8,0,1,0
"14/2/2007","05:51:00",0.304,0.116,241.64,1.4,0,2,0
"14/2/2007","05:52:00",0.53205,0.16,240.29,1.6,0,1,0
"14/2/2007","05:53:00",0.408,0.238,240.27,2,0,2,0
"14/2/2007","05:54:00",0.404,0.242,241.06,2,0,1,0
"14/2/2007","05:55:00",0.5393,0.24,240.9,1.8,0,1,0
"14/2/2007","05:56:00",0.402,0.244,241.59,1.8,0,2,0
"14/2/2007","05:57:00",0.402,0.246,242.05,1.8,0,1,0
"14/2/2007","05:58:00",0.402,0.252,243.03,2,0,2,0
"14/2/2007","05:59:00",0.5481,0.26,244.46,2,0,1,0
"14/2/2007","06:00:00",0.41,0.264,244.99,2,0,1,0
"14/2/2007","06:01:00",0.55295,0.268,245.51,2,0,2,0
"14/2/2007","06:02:00",0.408,0.27,245.8,2,0,1,0
"14/2/2007","06:03:00",0.406,0.27,245.83,2,0,1,0
"14/2/2007","06:04:00",0.56,0.272,245.9,2,0,2,0
"14/2/2007","06:05:00",0.56225,0.264,244.67,2,0,1,0
"14/2/2007","06:06:00",0.352,0.196,244.42,1.6,0,1,0
"14/2/2007","06:07:00",0.5644,0.118,243.77,1.4,0,2,0
"14/2/2007","06:08:00",0.56655,0.114,242.74,1.2,0,1,0
"14/2/2007","06:09:00",0.298,0.116,242.95,1.2,0,1,0
"14/2/2007","06:10:00",0.5708,0.118,243.88,1.2,0,1,0
"14/2/2007","06:11:00",0.57295,0.122,244.52,1.2,0,2,0
"14/2/2007","06:12:00",0.575,0.126,245.37,1.4,0,1,0
"14/2/2007","06:13:00",0.57705,0.128,245.87,1.4,0,1,0
"14/2/2007","06:14:00",0.302,0.13,245.99,1.4,0,1,0
"14/2/2007","06:15:00",0.302,0.128,245.94,1.4,0,2,0
"14/2/2007","06:16:00",0.5832,0.13,246.09,1.4,0,1,0
"14/2/2007","06:17:00",0.58545,0.136,245.89,1.4,0,1,0
"14/2/2007","06:18:00",0.39,0.148,245.84,1.6,0,1,0
"14/2/2007","06:19:00",0.59425,0.154,246.89,1.6,0,1,0
"14/2/2007","06:20:00",0.394,0.154,246.84,1.6,0,2,0
"14/2/2007","06:21:00",0.396,0.156,247.31,1.6,0,1,0
"14/2/2007","06:22:00",0.394,0.156,247.26,1.6,0,1,0
"14/2/2007","06:23:00",0.60655,0.154,246.73,1.6,0,1,0
"14/2/2007","06:24:00",0.6096,0.098,246.45,1.8,0,1,0
"14/2/2007","06:25:00",0.802,0,245.95,4,0,0,4
"14/2/2007","06:26:00",1.56,0,245.01,6.2,0,0,19
"14/2/2007","06:27:00",1.534,0,244.21,6.2,0,0,19
"14/2/2007","06:28:00",0.7156,0.094,245.16,6.6,0,0,19
"14/2/2007","06:29:00",0.74635,0.092,245.04,6.4,0,0,18
"14/2/2007","06:30:00",1.584,0.088,244.11,6.4,0,0,19
"14/2/2007","06:31:00",0.80905,0.092,244.24,6.4,0,0,18
"14/2/2007","06:32:00",1.692,0.226,243.84,7,0,0,18
"14/2/2007","06:33:00",0.8743,0.226,243.82,6.8,0,0,19
"14/2/2007","06:34:00",1.668,0.22,243.07,6.8,0,0,18
"14/2/2007","06:35:00",1.664,0.22,242.99,6.8,0,0,18
"14/2/2007","06:36:00",0.9689,0.22,242.99,6.8,0,0,18
"14/2/2007","06:37:00",1.0002,0.218,242.61,6.8,0,0,18
"14/2/2007","06:38:00",1.0306,0.138,244.65,6.6,0,0,18
"14/2/2007","06:39:00",1.06235,0.152,245.26,6.8,0,0,19
"14/2/2007","06:40:00",1.878,0.148,244.53,7.6,0,0,18
"14/2/2007","06:41:00",5.136,0.108,240.52,22.4,0,0,18
"14/2/2007","06:42:00",6.008,0.096,239.11,25.2,0,0,17
"14/2/2007","06:43:00",2.21225,0.108,240.62,19.8,0,0,18
"14/2/2007","06:44:00",1.5272,0.122,242.21,12.4,0,0,18
"14/2/2007","06:45:00",1.59905,0.138,240.98,13.8,0,0,18
